full_name,H,albedo,a,e,i,long_node,arg_peri,anomaly,peri,apo,period
       (2012 LK2),17.3,,2.296120175,0.838782449,33.17170162,109.5085627,24.01058819,248.9152437,0.370174872,4.222065479,3.479366072
       (2012 LF4),24.5,,1.270634682,0.26108819,5.825658993,252.2879532,73.23924412,75.43092796,0.938886973,1.602382392,1.432317375
       (2012 LG4),23.6,,1.130918333,0.310213775,14.16535228,262.6289448,100.4545103,122.9345715,0.780091888,1.481744778,1.202693791
       (2012 LQ7),24.1,,2.341103434,0.529239588,10.20764899,89.52210527,201.2085681,352.2066182,1.102098816,3.580108052,3.582111544
       (2012 LT7),19.06,,1.079397227,0.760349792,42.26454803,111.919408,358.537296,82.98924139,0.25867777,1.900116684,1.121450604
       (2012 LU7),18.9,,2.440173886,0.54995261,8.975087695,153.7035958,179.6336986,114.2484008,1.098193889,3.782153882,3.811881268
       (2012 LW7),23.3,,1.331377809,0.218322865,8.63734424,91.20516757,122.9812337,354.8497677,1.040707591,1.622048027,1.536243907
       (2012 LL9),18.7,,2.71020982,0.73200247,35.20563003,129.4713276,205.8471024,354.5076773,0.726329538,4.694090102,4.461825427
       (2012 LA11),26.1,,0.986353316,0.096247547,5.128128979,260.426672,241.7565124,190.8536238,0.891419229,1.081287403,0.979618472
       (2012 LE11),18.13,,2.792843948,0.600700833,10.31703883,181.4727365,133.9425471,324.9306036,1.115180263,4.470507633,4.667434232
       (2012 LG11),19.2,,2.012113394,0.395875069,36.97128548,251.1486146,352.4512447,70.0709629,1.215567866,2.808658921,2.854216288
       (2012 LH11),22.2,,1.394998175,0.304661615,29.03254082,259.3537295,286.7132632,221.9702728,0.969995778,1.820000572,1.647664033
       (2012 LJ11),22.7,,2.565344667,0.563908066,25.87805653,260.3627945,338.6042995,78.02769374,1.118726117,4.011963217,4.108911495
       (2012 LK11),20.3,,2.42732527,0.593766687,5.153375598,152.1905806,159.9662918,130.8412482,0.986060387,3.868590154,3.781814025
       (2012 LC13),21.6,,2.184942603,0.4262838,5.433621076,94.29309379,201.4318908,274.1778458,1.253536968,3.116348237,3.229745125
       (2012 LD13),22,,2.425060415,0.718371522,4.87366614,147.2769891,17.76699261,18.01520287,0.682966073,4.167154756,3.776522235
       (2012 MP),21,,1.329988188,0.087481384,14.52629175,268.5289983,21.4833142,307.7992334,1.21363898,1.446337396,1.53383936
       (2012 MQ),23.1,,2.107982456,0.48215717,7.737557297,86.01757518,213.1337854,333.6704783,1.0916036,3.124361313,3.060614916
       (2012 MW1),20.7,,1.669933407,0.396648242,36.17198021,89.22468914,124.7655983,85.30805708,1.007557258,2.332309556,2.158027286
       (2012 MN2),20.6,,2.215358469,0.452030621,3.837740089,79.56417907,252.9929983,246.2839092,1.213948604,3.216768334,3.297419615
       (2012 MX2),23.1,,0.822223025,0.486310091,5.329093329,266.3096503,204.8786139,135.3155771,0.422367671,1.222078378,0.74557726
       (2012 MY2),26.4,,1.260376478,0.203936478,0.183758055,202.092683,97.1672999,116.8036414,1.003339739,1.517413218,1.415007158
       (2012 MO3),20.84,,0.937330594,0.466677319,13.42807755,220.1218101,279.9965188,94.96996585,0.499899665,1.374761523,0.907501582
       (2012 MQ3),22.3,,1.366181913,0.178155064,7.946774335,270.5859899,29.82127151,219.4818833,1.122789686,1.609574139,1.596875284
       (2012 MR4),17.6,,1.604059041,0.671704802,53.13422729,286.3087266,171.0928166,39.36305197,0.52660488,2.681513203,2.031602444
       (2012 MS4),18.7,,2.264177162,0.72061013,67.67306319,265.8373391,257.5823398,254.663024,0.632588163,3.895766162,3.407013156
       (2012 MV4),20.2,,2.150106211,0.524598067,6.478668974,256.2405778,60.69349622,298.8166078,1.02216465,3.278047772,3.152811986
       (2012 MJ6),21.1,,1.8227292,0.48970301,9.219700288,82.34352793,127.0894138,262.4440581,0.930133224,2.715325175,2.460885621
       (2012 MK6),19,,2.642466542,0.533258998,2.729157465,326.9988313,303.4902426,38.87265926,1.233347482,4.051585602,4.295586294
       (2012 ML6),20.1,,1.514476168,0.453112522,9.505564883,120.7105656,83.32219383,336.1503012,0.828248052,2.200704283,1.863810987
       (2012 MS6),18.24,,2.756592781,0.539870808,13.49445924,101.0085459,219.0949863,333.5655827,1.26838881,4.244796752,4.576854687
       (2012 MZ6),21.5,,2.141114824,0.712030476,1.3578962,317.1957932,225.0477074,19.56228704,0.616575816,3.665653832,3.133055872
       (2012 MA7),20.6,,3.080780806,0.654937256,25.2098877,246.2279854,18.48748278,239.9797098,1.06306268,5.098498933,5.407535785
       (2012 MB7),22.2,,1.261136731,0.272188174,20.03577841,262.5429389,82.33758539,84.19966818,0.917870227,1.604403234,1.416287638
       (2012 MC7),20.2,,2.427940022,0.565505227,29.32420272,111.5204308,114.0115371,147.297554,1.054927249,3.800952796,3.783250808
       (2012 MD7),24.1,,0.976978268,0.108800889,3.755662917,266.1516739,135.3974035,1.325548391,0.870682164,1.083274372,0.96568516
       (2012 ME7),21.3,,2.451819077,0.54565295,11.49033239,269.1943585,71.20624062,108.9160303,1.113976765,3.78966139,3.839200842
       (2012 MF7),26.9,,1.474899452,0.383242636,1.967540679,90.69111844,127.6694367,38.37181575,0.909655098,2.040143806,1.791231936
       (2012 MG7),21,,1.556537157,0.254480719,13.42289334,277.9334886,311.9638334,260.8126074,1.160428462,1.952645852,1.94199202
       (2012 NN),20.9,,2.57586735,0.626977415,4.628305274,237.5187598,6.357568994,68.8519266,0.960856698,4.190878002,4.134218668
       (2012 NO),20.1,,1.243023002,0.424954373,43.68341612,289.584295,117.1768837,110.4243106,0.714794941,1.771251062,1.385884221
       (2012 NQ),20.2,,1.877794989,0.758130867,11.44906231,255.0600475,151.076848,337.6867473,0.454180645,3.301409332,2.57324102
       (2012 OO),20.6,,1.696448287,0.383613898,4.835401423,160.9000712,179.8720967,0.815276619,1.045667147,2.347229427,2.209627877
       (2012 OQ),21.9,,1.190806714,0.395000323,7.098619819,294.0833011,100.6799747,267.6827332,0.720437677,1.661175751,1.299481539
       (2012 OA1),21.3,,2.125930743,0.480332827,7.250378681,294.5587582,358.3641636,321.4925982,1.104776419,3.147085066,3.099787129
       (2012 OB1),20.7,,2.256486036,0.471916822,6.825413957,292.4000144,31.3630665,225.2890921,1.191612317,3.321359755,3.389668111
       (2012 OC1),17.54,,2.723095987,0.528852547,8.152695398,103.9512006,110.7311584,32.3862744,1.282979739,4.163212236,4.493685018
       (2012 OE1),20.2,,2.198247229,0.412359596,6.164854207,266.2127495,58.93704283,261.9341311,1.291778889,3.104715569,3.259289997
       (2012 OU1),24.5,,1.365189666,0.350928468,11.60714437,120.9494852,244.9238384,183.917106,0.886105748,1.844273585,1.595135905
       (2012 OP4),20,,2.11762066,0.658208833,20.65335349,143.6053319,262.7955471,300.4773726,0.723784038,3.511457283,3.081629696
       (2012 OU5),21.6,,2.121534372,0.400991637,8.220543301,136.643154,182.4668427,314.6392972,1.27081683,2.972251914,3.09017668
       (2012 PA),20.3,,1.357723971,0.703057428,11.2529711,170.4717273,14.70612357,260.8357537,0.403166047,2.312281895,1.582069037
       (2012 PN),24.7,,2.521118784,0.589588101,1.249314828,162.3100163,148.0955018,79.59901092,1.034697148,4.00754042,4.003115904
       (2012 PX),23.2,,2.268541699,0.565197043,3.402967009,175.4960766,199.6535492,202.3403129,0.986368638,3.550714759,3.416869185
       (2012 PS4),21.3,,1.768078689,0.592427883,3.937258447,86.2406591,144.1829467,307.6191553,0.720619574,2.815537804,2.351043078
       (2012 PG5),18.7,,3.018256584,0.596386249,16.6036113,157.1872588,208.7929478,239.472562,1.218209861,4.818303306,5.243755542
       (2012 PG6),20.3,,0.837289279,0.616073632,6.544858407,311.951799,169.8525673,92.61360472,0.321457432,1.353121127,0.76616357
       (2012 PH6),21.1,,1.753750787,0.349153063,22.87604207,136.9818869,209.3000085,282.2344269,1.141423329,2.366078246,2.322522986
       (2012 PJ6),21.4,,2.134854069,0.425312998,6.802564839,167.7829755,145.0841485,310.3670343,1.226872885,3.042835253,3.119324042
       (2012 PN6),22.2,,1.687179519,0.321315921,29.78113376,147.6472837,162.1319142,23.76037384,1.145061879,2.229297159,2.191543747
       (2012 PO17),22.9,,2.158916647,0.446282525,8.436206418,286.3168275,11.99127717,295.1487949,1.195429874,3.122403419,3.17221062
       (2012 PP17),21.6,,2.498551676,0.535483225,5.762188294,242.5518909,67.71939028,90.1715698,1.160619168,3.836484184,3.949487161
       (2012 PS17),20,,2.492615815,0.514513535,12.57098201,317.0093489,38.59137072,84.11246197,1.21013124,3.775100391,3.935421208
       (2012 PZ17),26.7,,0.894126401,0.142394835,5.421519669,139.8431541,7.320777838,353.1425969,0.76680742,1.021445383,0.845486311
       (2012 PY19),27.5,,0.873169079,0.20017807,1.365116097,318.1950273,171.9169234,153.5581217,0.698379778,1.04795838,0.815935303
       (2012 PZ19),24.6,,2.312915553,0.540861946,2.332785038,297.8232464,72.87390804,177.365353,1.061947546,3.56388356,3.517611456
       (2012 PA20),22.2,,2.024841371,0.582706466,6.793404269,299.845268,118.8355252,359.2399294,0.844953213,3.20472953,2.881341344
       (2012 PB20),24.9,,1.054140696,0.094875174,5.839253104,142.9006403,50.026841,194.8372923,0.954128914,1.154152478,1.082320968
       (2012 PD20),25.4,,1.855925664,0.442783997,3.63889474,136.5883771,191.5085295,182.0143013,1.034151481,2.677699848,2.528419135
       (2012 PK24),23.8,,1.322707023,0.411989635,6.671922868,318.1503281,105.7266446,247.7600382,0.77776544,1.867648607,1.52126086
       (2012 PP24),22.2,,2.147238905,0.460617653,4.973261112,164.0246012,169.6319887,291.7981327,1.158182761,3.13629505,3.146507371
       (2012 PM28),22.8,,1.808010896,0.67375456,9.622223887,309.9435374,126.8416432,328.3679788,0.589855311,3.02616648,2.431138871
       (2012 PO28),22.14,,2.088656036,0.386070102,3.59164203,176.6400793,118.9737232,350.7320512,1.282288386,2.895023685,3.018621008
       (2012 PP28),19.3,,1.98989326,0.606405147,5.669352629,254.0983326,133.6004916,37.56197591,0.783211746,3.196574774,2.807067614
       (2012 PQ28),18.4,,2.188521217,0.537950691,21.20591745,118.82944,294.9929369,232.8367778,1.011204717,3.365837718,3.237683145
       (2012 QJ2),20.4,,2.206075647,0.444047794,28.85465803,181.8994147,154.4587107,252.8774906,1.226472622,3.185678671,3.276716008
       (2012 QV2),24.1,,2.240198069,0.555017134,7.172894112,337.2349434,21.33195718,352.832904,0.996849757,3.48354638,3.353033017
       (2012 QC8),17.9,,2.820693809,0.758477832,5.677932616,22.22331325,47.6954877,305.3933119,0.681260083,4.960127535,4.737422521
       (2012 QD8),23.1,,1.912387208,0.697874798,5.580822538,348.7384544,87.76358989,99.54222269,0.577780372,3.246994043,2.644672791
       (2012 QG8),19.1,,2.548720134,0.51264028,0.203553151,131.1426543,93.24488912,107.6082216,1.242143532,3.855296737,4.069035014
       (2012 QH8),21.3,,0.918956906,0.366902301,19.40982418,140.960599,356.4433206,227.1021217,0.581789503,1.25612431,0.880949313
       (2012 QO10),18.9,,1.663657944,0.482497178,5.74134222,262.3116665,188.467278,347.834743,0.860947682,2.466368206,2.145874206
       (2012 QQ10),20.9,,1.935050527,0.468370931,3.960719788,65.55332619,227.953404,122.181378,1.02872911,2.841371945,2.691824035
       (2012 QH14),27.3,,1.910036824,0.527092652,1.086640701,135.8144298,243.9662652,113.3201728,0.90327045,2.916803199,2.639798712
       (2012 QJ14),23.2,,2.471680011,0.52495364,15.91677452,145.6381914,162.1007324,5.220090774,1.174162592,3.76919743,3.885944291
       (2012 QK14),22.4,,2.495568186,0.484587057,4.435285159,143.7249758,209.6370157,81.27963495,1.286248143,3.704888228,3.942415221
       (2012 QL14),24.4,,0.773595686,0.540930948,15.32997595,329.7477179,194.2301472,142.1372142,0.355133838,1.192057534,0.680423432
       (2012 QM14),25.7,,1.22216353,0.386936531,0.918884278,4.027316018,225.4035801,52.22235468,0.749263813,1.695063247,1.351145696
       (2012 QY14),20,,2.396180717,0.47650862,3.188910408,241.0684761,122.2614421,128.657733,1.254379951,3.537981483,3.709262386
       (2012 QZ16),25.5,,1.537851817,0.503442058,6.122143062,151.5452966,259.0464589,201.4986947,0.763632533,2.312071102,1.907128418
       (2012 QP17),18.5,,2.872396614,0.632257878,14.24205118,165.855848,261.923219,276.7041904,1.056301226,4.688492002,4.868271733
       (2012 QV17),25,,2.802104554,0.64245928,11.32028097,150.5083781,189.4544081,315.013018,1.001866481,4.602342627,4.690668118
       (2012 QW17),23.6,,2.435430295,0.652396965,12.72906693,153.0893636,116.5809095,12.08249553,0.846562961,4.024297629,3.800771478
       (2012 QX17),21.9,,2.2555499,0.48665545,2.79285913,165.5286846,164.2670123,220.5823487,1.157874248,3.353225553,3.387558951
       (2012 QY17),25.6,,1.513598101,0.298959425,18.61180424,152.2387551,180.8019738,0.024185216,1.061093684,1.966102519,1.862190315
       (2012 QZ17),25.3,,2.507929257,0.560808048,2.324778868,150.4626458,191.6998917,79.22311994,1.101462347,3.914396167,3.971742875
       (2012 QA18),23.7,,1.664115979,0.365041321,22.63879093,151.4474124,154.0863556,12.08306957,1.056644884,2.271587075,2.146760464
       (2012 QB18),24,,1.990887472,0.553080239,7.502989676,150.6765904,125.3888494,68.78747413,0.889766952,3.092007991,2.809171623
       (2012 QC18),23.9,,2.230430273,0.520886102,1.6439958,224.0032089,124.8209327,231.9026927,1.068630141,3.392230404,3.331126908
       (2012 QD18),26,,1.764257901,0.434950523,8.412572321,153.0046234,145.8252928,12.98204967,0.996893004,2.531622799,2.34342635
       (2012 QF42),21.7,,2.319674279,0.54587392,4.980743959,152.9330681,237.8659697,166.778769,1.053424588,3.58592397,3.533041288
       (2012 QG42),20.9,,1.025681009,0.374456229,6.808955228,344.7822597,116.1751309,100.2377906,0.641608366,1.409753652,1.038787401
       (2012 QJ45),21,,1.816251512,0.352999228,10.12253233,131.930552,256.0944057,196.0164682,1.175116131,2.457386894,2.447778894
       (2012 QK45),25.9,,2.172474286,0.523316623,2.99930083,333.6004211,335.6151305,7.443302657,1.035582379,3.309366194,3.202138922
       (2012 QG49),22.55,,1.194927841,0.369732817,4.984396219,291.6310725,150.0132179,212.7769663,0.753123804,1.636731877,1.306233213
       (2012 QH49),20.8,,2.702263171,0.599351488,38.29412067,155.5070377,160.3707366,358.2139623,1.082657719,4.321868624,4.442215936
       (2012 QE50),19.05,,1.733032752,0.440735196,11.90220936,193.9246952,224.8681119,282.6009086,0.969224222,2.496841282,2.281488888
       (2012 QQ50),19.73,,1.717559178,0.504485724,9.417941519,244.3503875,201.6345052,284.6857064,0.851075092,2.584043263,2.251001407
       (2012 QR50),19.53,,1.526333569,0.172224118,22.92248045,359.4430771,330.861427,267.7300504,1.263462115,1.789205022,1.885742486
       (2012 RO1),19.7,,2.531171675,0.513673037,26.1128942,313.9469102,105.5917018,42.23387864,1.230977034,3.831366316,4.027083227
       (2012 RL2),23.7,,1.748689567,0.410763563,3.207490078,122.2542702,238.9242415,284.4608644,1.030391609,2.466987524,2.312476247
       (2012 RM2),22.8,,2.050914643,0.519124643,4.853681663,192.1967122,111.6797224,10.62801552,0.98623431,3.115594975,2.937173363
       (2012 RB3),20.5,,2.121055684,0.490123369,45.671826,164.9577978,139.970059,16.94419465,1.081476727,3.160634642,3.089130872
       (2012 RH3),21.3,,2.284650863,0.486664092,3.562504924,292.8509705,20.17686914,206.1957292,1.172793324,3.396508401,3.453329066
       (2012 RN6),21.1,,1.643640123,0.650990471,3.245253373,45.18859473,195.1254931,92.60323368,0.573646064,2.713634181,2.107260874
       (2012 RH10),22.1,,1.145306946,0.469275255,13.91464101,352.3152617,123.0083339,352.5443609,0.607842737,1.682771154,1.225719355
       (2012 RJ10),25.4,,2.17226681,0.622155373,4.376556999,348.2343993,294.0666391,16.05145922,0.820779342,3.523754278,3.201680215
       (2012 RG15),19.9,,1.077135924,0.453431695,48.94055607,336.6259981,247.237643,20.01072564,0.588728356,1.565543492,1.117928345
       (2012 RH15),24.8,,2.465324608,0.572724841,3.979922712,195.4254347,159.8555576,359.5654032,1.053371965,3.877277251,3.870966103
       (2012 RJ15),23.6,,1.008555867,0.124044772,24.7630854,175.8475611,320.1865044,108.5707857,0.883449784,1.133661949,1.012880342
       (2012 RK15),23.3,,2.318817108,0.666294248,0.418937247,34.24058907,29.0399699,156.9546499,0.773802608,3.863831609,3.531083164
       (2012 RL15),24.3,,0.876565038,0.294088413,26.50285929,172.9854696,334.0913577,120.2548621,0.618777417,1.13435266,0.820699974
       (2012 RM15),24.3,,1.094721113,0.249574336,8.005483285,171.2330254,89.7682453,309.3978519,0.821506818,1.367935407,1.145416522
       (2012 RN15),24.5,,1.388173239,0.253529396,29.23619726,172.8417526,157.5063539,13.92639831,1.036230517,1.740115961,1.635587204
       (2012 RO15),23.8,,1.621744667,0.363043879,12.45133744,356.3561013,324.4622827,107.351504,1.032980192,2.210509141,2.065294174
       (2012 RP15),23,,2.594202212,0.583928233,4.363533804,161.3092928,220.1306777,33.24092861,1.079374297,4.109030126,4.178437785
       (2012 RQ16),21,,2.353038576,0.481190359,4.779364672,252.5032307,80.95445626,164.9490016,1.2207791,3.485298053,3.609539286
       (2012 RR16),24.5,,1.380122781,0.295948172,3.845372494,169.9954121,145.8219096,172.660056,0.971677967,1.788567595,1.621379916
       (2012 RT16),26.9,,0.934021669,0.295223467,10.40138863,172.1006961,54.40449867,358.9290907,0.658276553,1.209766785,0.90270039
       (2012 RU16),25.5,,2.48661708,0.612685807,0.404436662,310.9154072,357.4875477,10.46244117,0.963102087,4.010132073,3.921223267
       (2012 RV16),19.6,,2.769963619,0.670663986,20.21893577,7.594444076,69.0576334,313.7451325,0.912248776,4.627678461,4.610195046
       (2012 RW16),25.1,,2.449338928,0.568684853,5.605291566,0.522492507,357.2694142,105.517353,1.05643698,3.842240876,3.833376972
       (2012 RX16),20.9,,1.939184929,0.382218756,2.521893442,103.9615303,274.921443,82.72985267,1.197992078,2.68037778,2.700455612
       (2012 RO48),20.9,,2.352697429,0.506523559,7.5724703,189.6088843,113.3765436,173.4439906,1.161000754,3.544394105,3.60875434
       (2012 SW2),27.5,,2.371968103,0.679064978,3.237767584,180.896977,240.9026882,130.1904133,0.761247635,3.98268857,3.653183345
       (2012 SX2),25.2,,2.025414078,0.501110079,7.329018148,346.3065655,331.4072501,10.7420647,1.010458668,3.040369487,2.882563868
       (2012 SY2),22.1,,2.565687928,0.521450971,10.58564969,357.7039236,12.20090823,45.99180499,1.227807466,3.90356839,4.109736224
       (2012 SZ2),25.3,,1.302113445,0.279565129,17.11821333,174.6729889,232.0075415,297.4559587,0.938087932,1.666138958,1.48587213
       (2012 SA3),22.4,,1.958280544,0.645801453,9.265548202,168.6439544,86.67682294,26.57059778,0.693620124,3.222940964,2.740441692
       (2012 SB3),27.7,,1.476914651,0.365214302,2.694409768,173.4864734,133.7654086,23.33081565,0.937524298,2.016305004,1.79490431
       (2012 SK8),20.5,,1.340562933,0.22641628,23.47321997,185.2643719,119.2962974,273.8024087,1.03703766,1.644088206,1.552169026
       (2012 SL8),20.8,,1.282627046,0.452617527,17.54796619,355.8214567,136.7001478,280.6043557,0.702087565,1.863166527,1.452642655
       (2012 SM8),26.3,,1.541875933,0.339889112,4.703587564,177.0500802,207.8845802,347.1384887,1.017809091,2.065942775,1.914618922
       (2012 ST9),19.7,,1.959462236,0.663073113,7.691119719,174.2883729,308.3790029,31.37977875,0.66019551,3.258728961,2.742922576
       (2012 SU9),27.2,,0.929554388,0.35990447,0.494248078,323.4318916,264.3467417,16.60450826,0.595003608,1.264105167,0.896231925
       (2012 SV9),23.9,,1.998702331,0.630677368,4.772863252,188.7440873,80.69916737,22.31368907,0.738166006,3.259238657,2.825728168
       (2012 SV20),19.9,,1.943211893,0.404090303,12.09298818,355.3354251,296.4292258,123.5061514,1.15797881,2.728444976,2.708871737
       (2012 SX20),22.1,,1.741848239,0.34698159,9.754684171,353.4879003,316.5521699,314.4646315,1.137458967,2.346237511,2.298919018
       (2012 SY20),22.6,,1.836157995,0.359587345,15.23385263,347.6550945,334.0381068,205.5670375,1.175898816,2.496417174,2.488131184
       (2012 SA22),18.2,,2.547956178,0.492322579,29.18824493,265.1768762,125.8385072,64.14732148,1.29353982,3.802372535,4.067205664
       (2012 SB22),19.2,,2.361455197,0.484090451,7.384397431,135.4139585,199.4009345,161.7602041,1.218297285,3.50461311,3.628923121
       (2012 SD22),20.1,,1.964128295,0.572509203,7.912077911,140.2455043,313.8557215,34.21035465,0.83964677,3.088609819,2.752725971
       (2012 SN30),18.9,,1.259476944,0.450857097,46.44353704,198.2520846,8.977097934,189.3355447,0.691632825,1.827321063,1.413492585
       (2012 SG32),21.9,,1.300841354,0.264293001,18.62209136,174.6675237,259.1746649,274.4881205,0.957038089,1.64464462,1.483695244
       (2012 SH32),22.2,,1.922283727,0.40419296,16.49160543,356.728987,6.064375994,102.3490272,1.145310178,2.699257276,2.665228425
       (2012 SJ32),25.1,,1.47434994,0.367884997,2.097094003,175.6697084,236.9297714,336.8085239,0.931958716,2.016741164,1.790230974
       (2012 SW49),22.1,,2.521829097,0.526615277,22.75825205,183.9173202,137.809113,78.36956431,1.193795368,3.849862826,4.004807811
       (2012 SX49),26.2,,0.948549905,0.117234581,3.90140879,353.5159637,210.6590355,327.6482535,0.837347055,1.059752756,0.923843654
       (2012 SY49),25.8,,1.52743327,0.556958303,1.19407259,5.919331263,84.38288963,202.7065735,0.676716628,2.378149912,1.887780828
       (2012 SZ49),22.9,,1.574969345,0.333626901,5.812811477,18.90378715,310.3117488,170.3864511,1.049517204,2.100421486,1.976588935
       (2012 SK50),24.8,,1.299241559,0.188666735,8.818668175,187.5176246,163.0383884,14.49553466,1.054117896,1.544365222,1.480959078
       (2012 SL50),26.4,,1.59385924,0.464520786,9.537467104,184.5719143,238.5287636,107.180544,0.853478493,2.334239987,2.01225562
       (2012 SM50),24.5,,1.204129504,0.134566451,16.40488625,1.442289286,63.83918758,310.169489,1.04209407,1.366164938,1.321350394
       (2012 SR56),24.3,,1.29656738,0.359992165,2.305630477,359.8292072,284.9744394,17.72617814,0.829813282,1.763321478,1.47638913
       (2012 SS56),22,,1.885735188,0.44634511,45.85269538,184.0214729,163.7750834,6.608295533,1.044046508,2.727423868,2.589579568
       (2012 SF58),25.9,,2.146392266,0.595173188,8.338369179,184.0704787,123.6717802,13.00792404,0.868917138,3.423867395,3.14464659
       (2012 SG58),23.1,,2.844809026,0.709285565,6.448900556,14.75759481,52.91915968,351.2356076,0.82702705,4.862591002,4.798305309
       (2012 SH58),27,,1.902983756,0.458975793,0.339184467,81.58156228,280.0853846,0.800634182,1.029560278,2.776407234,2.625190499
       (2012 SJ58),26.1,,1.222103905,0.346974614,10.07251583,5.756656611,83.19721497,126.7374028,0.798064874,1.646142937,1.351046822
       (2012 SA59),19,,2.689535451,0.518371094,9.511836388,305.3461285,95.27093352,349.4861679,1.295358016,4.083712886,4.410868515
       (2012 TT),18,,1.715257813,0.45008228,37.42265695,343.430103,247.7540234,51.61652889,0.943250666,2.487264961,2.246478734
       (2012 TV),25.2,,1.502592088,0.571592032,5.541711961,193.4401048,270.0055108,238.775263,0.643722424,2.361461753,1.841916121
       (2012 TC4),26.7,,1.620305045,0.40375487,0.534978731,19.71097924,26.52892177,278.0915362,0.966098992,2.274511099,2.062544744
       (2012 TQ5),25.2,,1.611015831,0.360736449,13.55042655,189.6271129,189.0659787,95.30711529,1.029863701,2.192167961,2.044833326
       (2012 TR5),25.5,,1.579183193,0.386435776,13.11205734,191.4109904,128.2535705,23.44482803,0.96893031,2.189436075,1.984526817
       (2012 TS5),21.9,,1.414026802,0.22888636,19.98476909,10.08757149,335.9841748,86.43792003,1.090375355,1.73767825,1.681491454
       (2012 TT5),21.8,,2.074712156,0.654685987,15.24526937,11.63806468,273.0957724,350.076509,0.71642718,3.432997132,2.988443019
       (2012 TL20),24.5,,1.614042205,0.329183082,7.721045461,26.75599307,322.2041011,105.6686549,1.082726818,2.145357592,2.050598015
       (2012 TM20),22.6,,2.15524348,0.491411889,6.484057624,209.5871053,111.5898766,16.27708016,1.09613121,3.214355749,3.164118296
       (2012 TN20),22.3,,1.181849116,0.385449428,11.60234819,348.8823587,138.8865607,293.7629974,0.72630605,1.637392182,1.284846525
       (2012 TO20),22.5,,2.538409187,0.511071569,3.742358642,168.1771209,216.6708758,56.61541955,1.241100422,3.835717952,4.044367843
       (2012 TP20),27.8,,1.387080367,0.326299301,0.651783341,207.9439608,117.5148104,148.5604391,0.934477012,1.839683722,1.633656102
       (2012 TQ20),27.1,,2.01514045,0.514603795,0.819304453,349.498898,60.82349347,350.1923727,0.978141528,3.052139372,2.860659604
       (2012 TR20),24.3,,2.440079282,0.573589668,14.34838592,196.8734432,168.7246335,3.020574135,1.040475016,3.839683548,3.811659594
       (2012 TC43),22.2,,3.762532927,0.702848601,9.400542562,210.0431537,110.5489122,7.593302558,1.118041923,6.407023931,7.298416878
       (2012 TX52),22.1,,1.687260012,0.245853359,5.773853439,217.3134926,111.5849753,17.66802148,1.27244147,2.102078554,2.191700582
       (2012 TY52),21.4,,1.663447398,0.55314487,9.630675698,221.5919066,252.899733,343.6897475,0.743320004,2.583574793,2.145466859
       (2012 TZ52),20.7,,1.642124316,0.321626256,18.13655758,206.2399454,201.9121126,34.18449575,1.11397402,2.170274612,2.104346492
       (2012 TB53),23.1,,1.253499092,0.160392985,14.56399356,359.0042105,263.4641671,173.0393022,1.052446632,1.454551553,1.403441253
       (2012 TD53),22.1,,2.473290176,0.506546083,9.153128989,29.14656589,345.8303846,90.03842639,1.220454726,3.726125625,3.889742131
       (2012 TE53),26.5,,2.319963684,0.586850862,3.926336991,16.05898113,329.5382502,176.4441268,0.958490996,3.681436372,3.533702487
       (2012 TF53),21.2,,1.426085506,0.369060715,6.129086405,201.0646837,282.4108006,340.000413,0.899773369,1.952397642,1.703046676
       (2012 TG53),23.2,,2.181308817,0.563981816,2.678653091,17.0408802,323.7115553,263.198652,0.951090309,3.411527325,3.221691375
       (2012 TH53),25.1,,1.847303967,0.464994613,7.640488901,13.06848976,321.7679255,14.25108497,0.988317574,2.70629036,2.510820966
       (2012 TJ53),26.3,,1.959518137,0.576101932,1.676178753,180.5958795,135.34852,15.55540929,0.830635952,3.088400321,2.743039955
       (2012 TT78),20.1,,1.966715378,0.418335456,7.727080169,246.1356612,240.6545517,355.6815485,1.143968604,2.789462152,2.758166457
       (2012 TW78),21.5,,2.342534213,0.452036149,11.06561761,226.2228909,196.3437595,137.6357923,1.283624069,3.401444356,3.585395888
       (2012 TX78),19.4,,2.171081869,0.44915281,8.49961219,89.22198111,228.921483,286.9475404,1.195934346,3.146229391,3.199060864
       (2012 TD79),24.2,,1.983895265,0.596561583,8.127095464,199.0025753,249.587547,341.955739,0.800379565,3.167410964,2.794385464
       (2012 TE79),26.6,,1.623210152,0.448019342,3.280183119,13.68378174,60.25857834,338.3025717,0.895980607,2.350439696,2.068094252
       (2012 TF79),27.38,,1.049818388,0.038163459,1.005531167,199.8665746,265.7516534,314.9649264,1.009753686,1.089883089,1.075671012
       (2012 TG79),26.7,,2.450926144,0.576442654,1.059031194,2.426211418,15.78759171,359.6699764,1.038107772,3.863744515,3.837103721
       (2012 TH79),21.6,,2.403686682,0.617111288,7.730157555,157.1512332,287.6402807,103.704514,0.920344498,3.887028867,3.726704761
       (2012 TJ79),23.4,,1.51499058,0.327053746,12.1414985,188.0073841,240.8966483,215.7788641,1.019507235,2.010473925,1.864760671
       (2012 TK79),23.5,,2.591185045,0.565446188,10.59228458,24.97524863,337.0978614,36.51683686,1.126009339,4.056360752,4.171150356
       (2012 TL79),25.5,,1.802279935,0.396903541,8.505763084,12.10268809,31.50409881,349.9944122,1.086948647,2.517611223,2.419588846
