full_name,H,albedo,a,e,i,long_node,arg_peri,anomaly,peri,apo,period
       (2012 TM79),26.6,,2.149587622,0.553326928,1.400523923,15.14390216,334.1236834,283.2060025,0.960162907,3.339012336,3.151671403
       (2012 TY79),20.1,,2.213857033,0.415238002,19.5267696,23.49357957,54.32008712,212.0507157,1.294579463,3.133134603,3.294067995
       (2012 TZ79),22.4,,1.417949895,0.313419412,10.77225054,7.964841872,262.7958587,130.62495,0.973536872,1.862362917,1.688494029
       (2012 TK123),18.9,,1.815058264,0.687115355,27.92113487,30.7699331,104.4808238,167.0824816,0.56790386,3.062212667,2.445367061
       (2012 TN139),23.7,,2.373515968,0.512380703,2.803784171,72.52409104,310.0836251,137.5823692,1.157372188,3.589659748,3.656759842
       (2012 TO139),19.85,,2.438393568,0.888491835,5.365646433,179.2257238,56.2870301,124.3962698,0.271900793,4.604886344,3.807710385
       (2012 TP139),20.22,,1.467368694,0.464652196,2.341643086,271.7917429,3.366055658,19.98028808,0.785552608,2.14918478,1.77753056
       (2012 TQ139),21.6,,1.805269101,0.372087037,6.034970341,63.49338458,313.5920838,217.0718362,1.13355187,2.476986333,2.425610845
       (2012 TR139),20.8,,1.952461167,0.385978148,52.44453705,200.2490474,173.010855,6.966036159,1.198853822,2.706068512,2.72823521
       (2012 TT145),20.5,,2.13704854,0.458558191,7.704864936,356.2543487,328.3403886,308.582018,1.157087427,3.117009653,3.124134927
       (2012 TD146),20.2,,2.233294727,0.488483633,9.233634458,275.0621628,49.62913216,243.0172338,1.142366806,3.324222648,3.337546022
       (2012 TE146),24.8,,1.508414442,0.310219591,3.688764054,28.9324325,298.5306512,28.42081561,1.040474732,1.976354153,1.852632273
       (2012 TF146),25.6,,2.133092059,0.50053738,4.323861356,20.52971984,17.06324567,356.5822744,1.065399748,3.20078437,3.11546302
       (2012 TG146),24.1,,2.751685273,0.563056752,2.967129671,210.4177594,182.5384675,326.367022,1.202330301,4.301040245,4.564638001
       (2012 TH146),23.8,,2.513828291,0.506292583,3.659401701,231.0209935,163.1350811,65.47899524,1.241095672,3.786560909,3.985764333
       (2012 TJ146),20.6,,2.683088239,0.643931113,5.168334953,41.46919171,54.87804252,325.8010399,0.955364244,4.410812234,4.395017773
       (2012 TQ146),26.4,,1.539160601,0.424111679,4.974757851,20.21546361,54.16297542,180.4904802,0.886384614,2.191936588,1.909563519
       (2012 TR146),23.7,,1.569436188,0.257687457,1.230058858,69.17706549,329.2594961,143.6504993,1.165012168,1.973860208,1.966181909
       (2012 TA219),17.9,,2.639262078,0.562552746,25.04723446,34.76942501,91.52069779,340.8288715,1.15453795,4.123986207,4.287774911
       (2012 TO231),19.5,,2.856665736,0.617775873,37.02908745,26.85159889,44.77197522,278.5600744,1.091886567,4.621444904,4.8283344
       (2012 TP231),24.9,,1.118399078,0.25365841,6.755269965,30.15919927,75.65720319,76.12593785,0.834707747,1.40209041,1.182778449
       (2012 TQ231),27.6,,1.195407464,0.464748753,3.358504516,204.7076079,273.7140012,312.7692074,0.639843336,1.750971591,1.30701974
       (2012 TR231),23.9,,0.838882329,0.291002654,33.43750745,199.9071969,347.357141,323.5812293,0.594765344,1.082999313,0.768351195
       (2012 TS231),21,,2.455417952,0.602686339,5.425600919,41.36557805,281.6858692,108.7874749,0.975571096,3.935264807,3.847656933
       (2012 TT231),23.3,,1.956717778,0.647466118,7.066761081,196.2306275,274.21565,340.2225899,0.689809314,3.223626242,2.737161916
       (2012 TU231),26.2,,1.74417013,0.453518672,9.612633286,19.22478524,327.5550671,292.7426155,0.953156409,2.535183851,2.303517252
       (2012 TV231),23.1,,2.250666858,0.445589762,9.620543229,31.88643931,347.3647729,208.9752334,1.247792749,3.253540967,3.376564313
       (2012 TQ256),21.6,,1.978521727,0.360856978,1.672077169,197.6208298,209.8554929,35.53085582,1.264558355,2.692485098,2.783039932
       (2012 TT256),19.5,,2.667101371,0.727759538,11.10692441,106.2129016,171.9812231,17.23828443,0.726092908,4.608109834,4.355795543
       (2012 TA259),20.3,,1.88251204,0.74100971,10.31506582,144.4574628,354.4091197,108.7809233,0.487552339,3.277471741,2.582943141
       (2012 TB259),21.4,,1.907327599,0.576107857,7.208530652,98.20698696,203.9217049,132.4033117,0.808501184,3.006154014,2.634184209
       (2012 TP274),20,,2.451863723,0.567301787,22.69098315,6.290012936,330.3054668,104.4633149,1.060917051,3.842810394,3.839305705
       (2012 TX284),20.74,,1.727438288,0.293806283,18.12763602,33.75555029,298.5852648,336.4893873,1.219906065,2.23497051,2.270450376
       (2012 UC),25,,0.930085111,0.326860378,8.333896628,20.43641805,128.4542243,160.5963654,0.62607714,1.234093083,0.896999582
       (2012 UD),23.6,,1.804787294,0.416991718,8.717885941,11.25553199,15.0965191,210.4651718,1.05220594,2.557368648,2.424639854
       (2012 UE),28.4,,1.902690553,0.57428755,1.154419745,28.1199027,59.32306818,343.1186365,0.809999057,2.995382049,2.624583807
       (2012 UF),26.3,,1.671044367,0.399499208,6.663486695,21.7472549,17.36010958,4.426918761,1.003463465,2.338625268,2.160181156
       (2012 UG),25.2,,2.283086342,0.550479888,4.337641114,18.8058439,353.9602838,3.642232054,1.026293228,3.539879456,3.449782432
       (2012 UH),26.6,,2.25638328,0.535667521,7.500547669,200.7035008,176.3058083,1.456946084,1.047712041,3.465054518,3.389436574
       (2012 UJ),25.3,,1.323015859,0.228634572,28.32020153,203.1548475,218.8349873,336.0583851,1.020528694,1.625503024,1.521793685
       (2012 UK),24.6,,1.526437893,0.351289289,9.799886533,18.07767744,65.38560623,332.4560831,0.990216611,2.062659175,1.885935824
       (2012 UL),25.9,,1.795760327,0.433939368,0.934328151,235.5613924,127.1192654,229.7187718,1.016509226,2.575011428,2.406471713
       (2012 US9),21.85,,1.09287825,0.246893314,8.278732498,334.6796647,182.8999912,111.3926039,0.823053917,1.362702583,1.142525433
       (2012 UT9),23.7,,1.31771818,0.240238903,26.31278853,200.3287359,159.0267463,15.49179813,1.00115101,1.63428535,1.51266239
       (2012 UU9),23.9,,1.551962338,0.388054179,2.646700407,164.9822495,175.8579459,198.8961103,0.949716867,2.154207808,1.933436749
       (2012 UV9),23,,1.890444191,0.497306196,4.965886743,173.1652189,169.6735183,138.5780872,0.950314581,2.8305738,2.599285555
       (2012 UW9),25.7,,1.791564724,0.492583426,6.6470399,24.86500363,53.27390061,341.9363182,0.909069634,2.674059814,2.398042945
       (2012 UX9),26.4,,2.502053347,0.596971143,10.0547121,22.14017084,339.9067544,76.96668315,1.008399702,3.995706993,3.957792764
       (2012 UY9),24.3,,1.49095962,0.399165294,2.73333466,349.4272643,317.0389506,37.58170205,0.895820284,2.086098955,1.820568501
       (2012 UQ18),24,,1.812861067,0.408421742,11.94716167,28.78650182,25.41025895,191.5581706,1.072449192,2.553272941,2.440928091
       (2012 UR18),26,,1.366387399,0.350396966,7.521661872,206.1354895,248.1742587,324.8428519,0.8876094,1.845165397,1.597235574
       (2012 US18),28.6,,1.193935311,0.355272102,3.541434765,205.4080559,266.1162271,193.3745087,0.769763404,1.618107218,1.304606078
       (2012 UT18),24.3,,2.349023691,0.598380649,7.198699722,218.372071,116.2700851,12.06125611,0.943413371,3.754634011,3.600305033
       (2012 UX27),21,,2.669309352,0.618224259,4.397473693,91.58787927,255.1751828,6.093259863,1.019077557,4.319541147,4.361205633
       (2012 UZ33),19.2,,2.229137321,0.5807276,3.355538795,85.9077543,224.7705269,252.4760399,0.934615755,3.523658887,3.328230812
       (2012 UB34),20.2,,2.624474449,0.557655839,15.15914636,106.6265034,246.0765707,25.8882704,1.160920949,4.088027949,4.251789212
       (2012 UC34),23.2,,1.317820258,0.312678059,5.580545022,33.29683473,264.5696568,325.5163092,0.905766777,1.729873739,1.512838162
       (2012 UD34),19.5,,1.991344858,0.356152623,5.344978111,65.14234304,250.9174823,74.78029262,1.282122164,2.700567551,2.810139746
       (2012 UE34),23.3,,1.105472313,0.09933349,9.657623585,198.4523308,18.37963639,346.2162886,0.99566189,1.215282736,1.162331499
       (2012 UF34),24.8,,2.834801709,0.657117708,4.699949266,24.63676334,29.97676224,293.5505794,0.972003307,4.697600112,4.773008758
       (2012 UM68),19.18,,2.471136361,0.475174691,6.658598654,341.7820653,105.9231253,57.55577253,1.296914903,3.645357819,3.884662283
       (2012 US68),18.3,,2.502748717,0.957842775,25.79147935,40.49635319,190.7455127,104.3356071,0.10550894,4.899988494,3.959442801
       (2012 UU68),23.12,,0.94007205,0.228689056,5.450475543,221.0214044,293.0255149,96.6193492,0.725087861,1.15505624,0.911485813
       (2012 UW68),24.8,,1.136163415,0.155466232,2.472138933,15.36042889,102.4670579,352.3964031,0.95952837,1.312798459,1.211070438
       (2012 UX68),24.1,,1.090553974,0.280698539,4.21972651,50.44075253,93.36967324,143.3021295,0.784437067,1.396670882,1.138882578
       (2012 UY68),25,,1.174958564,0.228187773,2.899177219,70.29271665,35.80204426,243.7929074,0.906847386,1.443069743,1.273626331
       (2012 UZ68),24.7,,1.940816132,0.500325124,4.892742705,207.2999028,143.5647527,11.40600201,0.969777059,2.911855204,2.703863681
       (2012 UB69),22,,2.115366099,0.490006681,29.13913843,207.1662282,203.8091853,288.4293131,1.078822578,3.15190962,3.07670964
       (2012 UC69),22.9,,2.151870527,0.551718221,5.822278147,33.63405566,316.9517579,280.7646747,0.964644348,3.339096705,3.156693442
       (2012 US136),15.88,,4.290102745,0.912615764,51.89392969,0.259443949,279.3047695,355.3261013,0.374887349,8.205318141,8.886070251
       (2012 UT136),21.1,,1.410733967,0.568986526,7.668161331,125.0603064,22.09281643,304.468511,0.608045348,2.213422587,1.675621357
       (2012 UU136),21.2,,1.160084441,0.211881557,35.59079394,36.09042979,227.7527844,83.5824735,0.914283944,1.405884938,1.249518255
       (2012 UW136),22.9,,1.01967318,0.170738935,14.42000679,218.9424727,25.59336166,298.0215223,0.845575268,1.193771092,1.029673882
       (2012 UX136),25.6,,1.088860118,0.183039212,4.537851631,47.20034597,64.88578978,169.9554964,0.88955602,1.288164216,1.136230228
       (2012 UY136),26.6,,1.73024991,0.416501956,4.941216319,205.5780625,170.2938143,299.1243876,1.009597439,2.450902381,2.275995794
       (2012 UO138),17.9,,2.016573304,0.667750359,54.58720512,179.8016347,215.4158518,353.9740329,0.670005757,3.36314085,2.863711229
       (2012 UQ138),23.4,,2.246211277,0.435764301,4.317768914,330.9934795,72.32999389,203.4676478,1.267392591,3.225029963,3.366542545
       (2012 UR138),21.4,,1.967608202,0.54275065,7.774619867,255.9276776,49.02947354,83.19930479,0.899687572,3.035528832,2.760044845
       (2012 UR158),20.7,0.023,2.237239816,0.856212594,3.211196369,287.4726557,238.3004291,196.6250958,0.32168691,4.152792721,3.34639353
       (2012 UU158),26.6,,1.099152913,0.372632611,5.963067476,26.81499496,261.8297895,60.00931449,0.689572694,1.508733133,1.152379106
       (2012 UV158),24.4,,1.523909414,0.330500204,21.56390877,213.2245248,161.5563624,9.106617871,1.020257041,2.027561787,1.881251808
       (2012 UW158),23.8,,2.232949804,0.686364194,35.56243177,31.13128099,282.0419802,14.50204825,0.700333011,3.765566597,3.336772846
       (2012 US169),21,,2.366467054,0.486396594,4.171578652,349.1387015,330.3955468,169.4560027,1.215425538,3.51750857,3.640482068
       (2012 UT169),20.8,,2.180005728,0.454558444,6.336828069,335.4787406,346.5447864,282.1784127,1.189065716,3.17094574,3.218804904
       (2012 UU169),25.6,,2.470813517,0.625375859,5.834353294,215.1985215,217.1896701,352.3381557,0.92562639,4.016000643,3.883901033
       (2012 UK171),24.44,,0.859734993,0.22170752,1.3188492,250.4318577,357.9227998,89.36500083,0.66912528,1.050344706,0.797177638
       (2012 UL171),27,,1.061607588,0.14339537,3.172864567,22.2935517,92.06182472,294.2268895,0.909377976,1.213837201,1.093841065
       (2012 UA174),22.9,,2.297615748,0.504781877,10.14671648,226.4744229,176.7046305,172.1782389,1.137820958,3.457410538,3.48276604
       (2012 UB174),24.9,,1.315893415,0.331045397,17.63605179,211.1779497,117.719504,34.26193382,0.880272957,1.751513872,1.509521394
       (2012 VY4),22.3,,2.839316078,0.601905622,11.0397692,223.461226,207.5892312,288.1726072,1.130315768,4.548316387,4.784414686
       (2012 VZ4),20.1,,1.759066845,0.405963367,31.43221112,32.26888431,300.0945147,276.9342014,1.044950145,2.473183545,2.333091207
       (2012 VA5),21.9,,2.605131443,0.607558211,5.809274829,29.86013184,39.70873182,12.60820858,1.022362444,4.187900443,4.204870871
       (2012 VB5),26.2,,2.088553624,0.651251198,5.734259947,220.4527944,257.8350382,343.6733322,0.728380575,3.448726673,3.018398997
       (2012 VC5),23.8,,2.834224214,0.617906638,9.118384779,219.9664629,189.7106859,293.1781866,1.082938258,4.58551017,4.771550323
       (2012 VD5),26.4,,2.008830617,0.562252366,2.373052974,39.87905676,51.36547529,1.264418768,0.87936085,3.138300384,2.847234129
       (2012 VF5),18.9,,1.992972945,0.395430029,21.17944566,16.55957084,345.9129731,28.5444713,1.204891595,2.781054294,2.813586728
       (2012 VG5),24.8,,1.592951975,0.345301786,16.02104214,223.6437878,186.4228849,356.2063695,1.042902812,2.143001137,2.010537724
       (2012 VH5),22.5,,1.064635,0.245413175,9.339393905,17.53671984,170.7655503,183.1865432,0.803359545,1.325910456,1.098523399
       (2012 VJ5),25.6,,1.4138118,0.262122083,12.94568684,219.980602,171.0338783,7.82232824,1.043220505,1.784403094,1.681107962
       (2012 VK5),24.8,,0.937635958,0.228175185,4.796404105,42.23936859,152.3208346,53.21152785,0.723690699,1.151581216,0.907945087
       (2012 VL5),28.3,,1.817203805,0.446798051,0.730746482,46.2285483,351.9695868,192.7242164,1.005280686,2.629126924,2.449704266
       (2012 VC6),24.8,,2.063396193,0.502720682,3.462717351,8.162136635,68.46523848,320.655193,1.026084251,3.100708134,2.964026891
       (2012 VD6),25.6,,1.344009997,0.25521595,10.23893905,227.1997752,224.8068907,167.9192797,1.000997209,1.687022785,1.55815964
       (2012 VE6),23.5,,1.574129314,0.21557913,16.23373341,28.23397302,13.9554677,134.7764669,1.234779887,1.913478742,1.975007787
       (2012 VF6),21.3,,3.284774867,0.611065008,60.91121158,219.3313047,218.4408542,155.0844722,1.277563886,5.291985848,5.953421286
       (2012 VG6),22.4,,2.399864215,0.535264708,7.148989004,356.0022101,85.66409181,104.6542796,1.115301596,3.684426834,3.717818696
       (2012 VH6),21.2,,2.240896879,0.477655214,7.92635436,109.4402496,237.6356562,227.1588231,1.170520802,3.311272956,3.354602064
       (2012 VJ6),18.8,,2.626503033,0.676008088,7.277821688,4.833154314,157.4012767,337.3789502,0.850965739,4.402040328,4.256719788
       (2012 VK6),20.1,,2.303100044,0.705444943,1.839895545,291.0192504,339.3128028,20.21226595,0.678389765,3.927810322,3.495243266
       (2012 VL6),20.8,,2.343123761,0.56548744,8.730224156,19.46848215,19.25717229,144.5818316,1.018116703,3.668130819,3.586749484
       (2012 VM6),25.3,,1.128015438,0.166245069,5.111296191,226.8582366,98.73611887,137.4173626,0.940488434,1.315542441,1.198066066
       (2012 VN6),21.5,,1.043118127,0.460517416,21.03169345,216.9645762,26.21447392,155.0131714,0.562744063,1.523492191,1.06538957
       (2012 VO6),21.5,,1.965043974,0.536049667,3.570007867,242.5310654,243.7700468,14.90912807,0.911682805,3.018405143,2.754651183
       (2012 VP6),24.2,,1.277110459,0.141382834,8.430121294,224.3052049,147.3125221,18.82431211,1.096548963,1.457671955,1.443281001
       (2012 VQ6),27,,1.508455154,0.495635764,0.839821094,211.5159881,269.1374028,331.9786429,0.760810831,2.256099477,1.852707276
       (2012 VS6),23.8,,1.282585986,0.359130519,31.11354584,222.516899,92.0026389,50.25522744,0.821970215,1.743201756,1.452572901
       (2012 VT6),23.1,,1.342090069,0.298418523,10.70064777,36.40454761,284.1729097,48.97657374,0.941585533,1.742594604,1.554822069
       (2012 VN7),19.4,,2.264785814,0.435236021,3.916446847,241.641378,135.2740134,188.6561087,1.279069447,3.25050218,3.408387048
       (2012 VO7),21.9,,2.060111687,0.460133134,5.75733977,47.24270634,56.66211185,307.4059695,1.11218604,3.008037333,2.956952519
       (2012 VZ19),25.6,,0.982423421,0.254128283,1.246514521,57.95843294,221.4299581,93.87046685,0.732761843,1.232084998,0.973769715
       (2012 VA20),22.8,,1.68364973,0.554534411,4.396470977,62.78826439,240.0393906,33.17359173,0.750008018,2.617291442,2.184669873
       (2012 VB20),24.3,,2.168920601,0.600689424,1.95813891,229.8219185,119.3840325,13.08768095,0.866072935,3.471768267,3.194285154
       (2012 VZ25),18.5,,2.179636682,0.532024866,6.223267732,33.37188227,299.7503195,276.0637392,1.020015769,3.339257595,3.217987588
       (2012 VA26),26.6,,1.610901982,0.434371941,9.917373748,43.71443467,48.25179685,64.34465154,0.911171361,2.310632603,2.04461657
       (2012 VB26),25.5,,1.848597213,0.563773238,4.066807767,217.3721924,257.8957844,339.7561023,0.806407577,2.890786849,2.513458061
       (2012 VC26),28.7,,0.951489596,0.194916643,1.48753382,43.10438255,119.4336088,16.14434403,0.766028438,1.136950753,0.928141663
       (2012 VD26),26.7,,1.947037284,0.471334031,6.933940546,222.4913053,181.633331,1.177101458,1.029332353,2.864742215,2.716874667
       (2012 VE26),28.4,,1.587273037,0.633307002,3.577480346,44.57927442,94.72706625,335.0798904,0.582041909,2.592504164,1.99979584
       (2012 VF26),23.6,,2.472129213,0.549363664,3.735012721,58.3665911,340.8246057,83.88065638,1.114031251,3.830227174,3.887003683
       (2012 VG26),22.4,,2.490146447,0.546409925,19.63367306,44.85815083,326.5730945,10.07467956,1.129505715,3.850787179,3.92957458
       (2012 VZ36),18.06,,2.782158845,0.566556665,21.2315807,180.8004567,170.6384985,308.7432326,1.205908208,4.358409481,4.640674259
       (2012 VB37),25.5,,1.449790525,0.312520119,1.906485479,240.3386695,153.9466458,345.5439831,0.996701818,1.902879232,1.745685835
       (2012 VC37),24.4,,2.777652701,0.639180306,3.933656762,31.38639272,34.33382169,357.4483554,1.002231798,4.553073603,4.629404372
       (2012 VD37),25.7,,1.285821384,0.165128379,21.46041597,225.0427376,210.8385386,337.4993992,1.073495782,1.498146985,1.458072665
